Location,Latitude,Longitude,"Coordinates, ",Report Number,Last Modified,Repored On,Incident From,Incident To,Incident Type,,Description
" 650 Ackerman Dr Ohio State Campus, Columbus, Ohio",40.0189776,-83.0298788,"40.0189776, -83.0298788",17-2660, 06-16-201707:18, 06-15-201716:50, 06-15-201716:50, 06-15-201716:50, Administrative Information,, Male staff reports administrative information.  Case closed.
" McDonalds Ackerman Rd Ohio State Campus, Columbus, Ohio",40.018995,-83.024935,"40.018995, -83.024935",17-4096, 09-12-201710:16, 09-10-201714:09, 09-10-201714:09, 09-10-201714:09, Assist Other Agency,, Male non-affiliate reports assist other agency.  Case closed.
" 700 Ackerman Rd Ohio State Campus, Columbus, Ohio",40.0197581,-83.0330748,"40.0197581, -83.0330748",17-4030, 09-07-201722:10, 09-07-201718:14, 09-07-201718:14, 09-07-201718:14, Administrative Information,, Female staff reports Administrative Information. Case closed.
" 600 Ackerman Road Ohio State Campus, Columbus, Ohio",40.0200954,-83.0297261,"40.0200954, -83.0297261",17-2450, 06-03-201714:23, 06-03-201712:18, 06-03-201712:18, 06-03-201712:18, Traffic Crash-Property Damage,, Male staff reports property damage traffic crash.  Case closed.
" Laundry Facility Ohio State Campus, Columbus, Ohio",40.0211868,-83.0133888,"40.0211868, -83.0133888",17-4722, 10-09-201711:11, 10-09-201707:37, 10-06-201717:00, 10-09-201707:30, Criminal Damaging,, Male staff reports criminal damaging by an unknown suspect. Case Closed.
" Laundry Facility Ohio State Campus, Columbus, Ohio",40.0211868,-83.0133888,"40.0211868, -83.0133888",17-1506, 04-10-201710:34, 04-07-201706:31, 04-06-201715:30, 04-07-201706:30, Theft (From Auto),, Male staff reports Theft (From Auto) by an unknown suspect. Case closed.
" OSU Golf Course Ohio State Campus, Columbus, Ohio",40.0318781,-83.0530678,"40.0318781, -83.0530678",17-0879, 02-25-201706:11, 02-25-201700:18, 02-24-201719:00, 02-25-201700:01, Criminal Damaging,, Male non-affiliate reports Criminal Damaging. Suspect unknown. Case closed.
" OSU Golf Course Ohio State Campus, Columbus, Ohio",40.0318781,-83.0530678,"40.0318781, -83.0530678",17-1534, 04-08-201714:13, 04-08-201710:04, 04-05-201718:00, 04-07-201718:00, Theft,, A male OSU staff member reports Theft by unknown suspect. Case closed.
" OSU Golf Course Ohio State Campus, Columbus, Ohio",40.0318781,-83.0530678,"40.0318781, -83.0530678",17-3140, 07-20-201713:58, 07-20-201710:25, 07-20-201710:25, 07-20-201710:25, Traffic Crash-Property Damage-Hit Skip,, Male staff reports a property damage traffic crash hit skip. Case Closed.
" Walgreens East Ohio State Campus, Columbus, Ohio",40.0621628,-83.0190842,"40.0621628, -83.0190842",17-0251, 01-20-201714:36, 01-20-201710:46, 01-20-201710:39, 01-20-201710:39, Theft,, Male non-affiliate reports a theft by known suspect. Case Closed.
" 6500 New Albany Rd E, New Albany, OH Ohio State Campus, Columbus, Ohio",40.1005552,-82.8141205,"40.1005552, -82.8141205",17-2924, 07-04-201720:53, 07-04-201713:48, 07-04-201713:48, 07-04-201714:54, Assist Other Agency,, Female staff reports Assist Other Agency. Case closed.
" 18th & College Ohio State Campus, Columbus, Ohio",44.2544571,-93.2928983,"44.2544571, -93.2928983",17-4362, 09-23-201706:09, 09-23-201703:19, 09-23-201703:19, 09-23-201703:19, Disorderly Conduct,, Male staff reports Disorderly Conduct by known suspect.  Case Closed.
" 18th & Neil Ohio State Campus, Columbus, Ohio",44.2544571,-93.2928983,"44.2544571, -93.2928983",17-1960, 05-03-201708:48, 05-01-201700:10, 05-01-201700:10, 05-01-201700:10, Vandalism,, Case status changed to closed.
" 18th & Neil Ohio State Campus, Columbus, Ohio",44.2544571,-93.2928983,"44.2544571, -93.2928983",17-1960, 05-03-201708:48, 05-01-201700:10, 05-01-201700:10, 05-01-201700:10, Vandalism,, Case status changed to closed.
" Recreation & Services Utility Building Ohio State Campus, Columbus, Ohio",46.2034804,-123.7651866,"46.2034804, -123.7651866",17-3432, 08-10-201721:08, 08-10-201712:16, 08-05-201716:30, 08-05-201716:45, Theft,, Male student reports Theft by an unknown suspect. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-00143, 02-15-201709:31, 01-15-201700:00, 01-11-201700:00, 01-15-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-00357, 02-15-201710:53, 02-06-201700:00, 02-03-201700:00, 02-06-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-00643, 03-06-201711:40, 03-05-201700:00, 03-04-201700:00, 03-05-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-00887, 04-02-201706:49, 03-26-201700:00, 03-17-201700:00, 03-19-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-01030, 04-14-201723:09, 04-07-201700:00, 04-05-201700:00, 04-06-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-01038, 04-11-201723:20, 04-07-201700:00, 04-07-201700:00, 04-07-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Brain & Spine Hospital Ohio State Campus, Columbus, Ohio",47.169383,-1.72217,"47.169383, -1.72217",17-0281, 01-22-201722:28, 01-22-201716:43, 01-21-201717:00, 01-22-201710:00, Theft,, Female non-affiliate reports Theft by unknown suspect. Case closed.
" ST. Louis Missouri Ohio State Campus, Columbus, Ohio",40.01419,-83.030914,"40.01419, -83.030914",17-0821, 02-22-201704:29, 02-22-201700:19, 02-05-201702:45, 02-05-201703:00, Administrative Information,, A female student reported Administrative Information.  Pending invest.
" Fry Hall Ohio State Campus, Columbus, Ohio",39.994762,-83.016256,"39.994762, -83.016256",17-2914, 07-03-201722:09, 07-03-201717:30, 07-03-201708:50, 07-03-201709:10, Administrative Information,, Female staff reports administrative information. Case closed.
" Birch Street Westerville Oh Ohio State Campus, Columbus, Ohio",39.99441,-83.005838,"39.994410, -83.005838",17-3084, 07-16-201722:35, 07-16-201716:14, 07-14-201721:00, 07-16-201715:20, Administrative Information,, Female staff reports administrative information. Case closed.
" 17th / Tuttle Park Drive Ohio State Campus, Columbus, Ohio",40.005054,-83.016758,"40.005054, -83.016758",17-4297, 09-20-201705:32, 09-20-201701:34, 09-20-201701:00, 09-20-201701:05, Administrative Information,, Female student reports Administrative Information. Case closed.
" Woody Hayes Dr / Coffey Rd Ohio State Campus, Columbus, Ohio",40.004647,-83.026109,"40.004647, -83.026109",17-1418, 04-02-201706:44, 04-02-201704:04, 04-02-201704:04, 04-02-201704:04, Assist Other Agency,, OSU PD reports Assist Other Agency. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993036,-83.019808,"39.993036, -83.019808",17-1678, 04-17-201709:39, 04-15-201719:07, 04-15-201719:07, 04-15-201719:07, Assist Other Agency,," Male non-affiliate, Shane Edward Housley, age 30, was arrested on an outstanding warrant. Case closed."
" SR315 ramp and Cannon drive Ohio State Campus, Columbus, Ohio",39.999505,-83.023223,"39.999505, -83.023223",17-3170, 07-23-201701:03, 07-22-201702:01, 07-22-201702:01, 07-22-201702:01, Assist Other Agency,, Staff reports Assist Other Agency.   Closed
" Davis Medical Research Center Ohio State Campus, Columbus, Ohio",39.992803,-83.019882,"39.992803, -83.019882",17-3447, 08-12-201705:21, 08-11-201709:19, 08-11-201709:19, 08-11-201709:19, Assist Other Agency,, Female staff reports Assist Other Agency.
" FOD Mechanical and Electrical Shop Ohio State Campus, Columbus, Ohio",40.012538,-83.03586,"40.012538, -83.035860",17-1936, 04-29-201717:10, 04-29-201706:43, 04-29-201706:43, 04-29-201706:43, Breaking and Entering,, Male staff reports Breaking and Entering by an unknown suspect.
" Northeast Stadium Lot Ohio State Campus, Columbus, Ohio",40.001864,-83.019764,"40.001864, -83.019764",17-0802, 02-23-201716:53, 02-21-201700:03, 02-20-201715:00, 02-20-201723:30, Criminal Damaging,, Male and female staff report Criminal Damaging.  Unknown suspect. Case status closed.
" Drinko Hall Parking Lot Ohio State Campus, Columbus, Ohio",39.996316,-83.008272,"39.996316, -83.008272",17-1019, 03-06-201717:56, 03-06-201715:20, 03-06-201706:25, 03-06-201715:20, Criminal Damaging,, Female staff reports criminal damage by unknown suspect. Case closed.
" Drinko Hall Parking Lot Ohio State Campus, Columbus, Ohio",39.996316,-83.008272,"39.996316, -83.008272",17-1105, 03-11-201722:36, 03-11-201721:40, 03-11-201719:20, 03-11-201721:35, Criminal Damaging,, Male student reports Criminal Damaging by an unknown suspect. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993142,-83.019862,"39.993142, -83.019862",17-0636, 02-11-201714:53, 02-11-201713:10, 02-11-201713:10, 02-11-201713:10, Criminal Trepass,," Male non-affiliate, Brandon S. Griffin, age 41 arrested for criminal trespass.  Arrest adult."
" Northeast Stadium Lot Ohio State Campus, Columbus, Ohio",40.00179,-83.01971,"40.001790, -83.019710",17-0946, 03-01-201712:56, 03-01-201710:52, 03-01-201710:45, 03-01-201710:45, Disorderly Conduct,, A female student reports Disorderly Conduct by an unknown suspect. Case closed
" Northeast Stadium Lot Ohio State Campus, Columbus, Ohio",40.00179,-83.01971,"40.001790, -83.019710",17-0946, 03-01-201712:56, 03-01-201710:52, 03-01-201710:45, 03-01-201710:45, Disorderly Conduct,, A female student reports Disorderly Conduct by an unknown suspect. Case closed
" Woody Hayes Dr / Fyffe Rd Ohio State Campus, Columbus, Ohio",40.004526,-83.027918,"40.004526, -83.027918",17-1059, 03-09-201720:58, 03-09-201717:28, 03-09-201717:28, 03-09-201717:28, Disorderly Conduct,, Male staff reports Disorderly Conduct by a known suspect. Case closed.
" Woodruff Ave / College Road Ohio State Campus, Columbus, Ohio",40.003865,-83.010913,"40.003865, -83.010913",17-2146, 05-14-201704:41, 05-14-201701:56, 05-14-201701:56, 05-14-201701:56, Disorderly Conduct,, Male staff reports Disorderly Conduct by a known suspect. Case closed.
" W. 12th Ave / W. of Neil Avenue Ohio State Campus, Columbus, Ohio",39.99683,-83.01482,"39.996830, -83.014820",17-0342, 01-26-201717:39, 01-25-201715:28, 01-25-201715:28, 01-25-201715:28, Driving Under Suspension,," Female non-affiliate, Deborah J. Payne, age 56, was arrested for Driving Under Suspension. Arrest adult."
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-3567, 08-18-201714:54, 08-18-201712:58, 08-18-201712:58, 08-18-201712:58, Driving Under Suspension,," Chazz H Bailes, non-affiliate, male, age 28 was cited for driving under suspension. Arrest-Adult"
" Woody Hayes dr/Fyffe rd Ohio State Campus, Columbus, Ohio",40.004802,-83.027938,"40.004802, -83.027938",17-2421, 06-02-201702:00, 06-02-201700:27, 06-02-201700:27, 06-02-201700:27, Drug Paraphernalia,," Male non affiliate, Kevin James Daley 31yo, was arrested for Drug Paraphernalia.  Arrest adult"
" Davis Medical Research Center Ohio State Campus, Columbus, Ohio",39.993015,-83.019886,"39.993015, -83.019886",17-3011, 07-10-201722:18, 07-10-201718:29, 07-10-201716:20, 07-10-201717:00, Menacing,, Female staff reports menacing by known suspect. Case Closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-0019, 01-03-201705:53, 01-03-201700:48, 01-02-201723:20, 01-03-201700:48, Missing Person,, Male staff member reports Missing Child. Closed
" Woodruff Ave / College Rd Ohio State Campus, Columbus, Ohio",40.003865,-83.010913,"40.003865, -83.010913",17-0862, 02-24-201710:57, 02-24-201701:07, 02-24-201701:07, 02-24-201701:07, Offenses involving underage persons,, Male Staff reports Offenses Involving Underage Persons and Prohibited Acts by Known Suspects. Case closed.
" Woodruff Ave / College Rd Ohio State Campus, Columbus, Ohio",40.003865,-83.010913,"40.003865, -83.010913",17-1269, 03-27-201713:23, 03-25-201701:25, 03-25-201701:25, 03-25-201701:25, Offenses involving underage persons,, OSUPD reports Offenses Involving Underage Persons and Prohibited Acts by known suspect. Case closed.
" Woody Hayes Dr / Coffey Rd Ohio State Campus, Columbus, Ohio",40.004387,-83.025859,"40.004387, -83.025859",17-1548, 04-09-201705:57, 04-09-201704:08, 04-09-201704:08, 04-09-201704:08, Offenses involving underage persons,," Male student, Thomas J. McLeer 20 yoa, arrested for Offenses involving underage person. Arrest adult."
" Northeast Stadium Lot Ohio State Campus, Columbus, Ohio",40.001864,-83.019764,"40.001864, -83.019764",17-4371, 09-26-201707:53, 09-23-201709:41, 09-23-201709:41, 09-23-201709:41, Offenses involving underage persons,, Taylor Kaiser arrested for Offenses Involving Underage Persons.
" Lane Ave / Fyffe Rd Ohio State Campus, Columbus, Ohio",40.00668,-83.027877,"40.006680, -83.027877",17-4664, 10-06-201722:28, 10-06-201720:06, 10-06-201720:06, 10-06-201720:06, Offenses involving underage persons,," Male non-affiliate, Zachary James Judis, age 19, was arrested for Offenses involving underage persons. Arrest adult."
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-3844, 08-29-201714:47, 08-29-201712:12, 08-29-201711:40, 08-29-201711:40, Possession of Drugs,, Male staff reports Possession of Drugs by a known suspect. Case closed.
" Woodruff Ave / College Rd Ohio State Campus, Columbus, Ohio",40.003865,-83.010913,"40.003865, -83.010913",17-0492, 02-06-201712:13, 02-04-201702:35, 02-04-201702:35, 02-04-201702:35, Prohibited Acts,," Female student, Gabrielle P. Adrian 19yo was arrested for Prohibited Acts, Arrest adult"
" W. 12th Ave / W. of Neil Avenue Ohio State Campus, Columbus, Ohio",39.99683,-83.01482,"39.996830, -83.014820",17-4675, 10-07-201706:32, 10-07-201702:44, 10-07-201702:44, 10-07-201702:44, Prohibited Acts,," Male nonaffliate, Fahad Emad Sarif, 19 YOA, arrested for Prohibited Acts. Arrest Adult."
" Woody Hayes Dr / Fyffe Rd Ohio State Campus, Columbus, Ohio",40.004526,-83.027918,"40.004526, -83.027918",17-3302, 08-01-201721:34, 08-01-201719:53, 08-01-201719:40, 08-01-201719:45, Public Accident,, Male staff reports Public Accident. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00333, 02-15-201710:27, 02-03-201700:00, 01-30-201700:00, 02-03-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00533, 02-24-201700:20, 02-21-201700:00, 02-21-201700:00, 02-21-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00547, 02-24-201700:21, 02-22-201700:00, 02-22-201700:00, 02-22-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00550, 02-24-201700:22, 02-23-201700:00, 02-17-201700:00, 02-23-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00631, 03-06-201711:39, 03-03-201700:00, 03-02-201700:00, 03-03-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-00631, 03-06-201711:39, 03-03-201700:00, 03-02-201700:00, 03-03-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-01945, 06-30-201723:00, 06-29-201700:00, 06-28-201700:00, 06-29-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-0679, 03-13-201710:30, 03-08-201700:00, 03-08-201700:00, 03-08-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Davis Medical Research Center Ohio State Campus, Columbus, Ohio",39.992803,-83.019882,"39.992803, -83.019882",17-0959, 03-02-201713:20, 03-02-201712:40, 03-01-201717:00, 03-02-201707:45, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" Davis Medical Research Center Ohio State Campus, Columbus, Ohio",39.992803,-83.019882,"39.992803, -83.019882",17-0959, 03-02-201713:20, 03-02-201712:40, 03-01-201717:00, 03-02-201707:45, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" Dodd Hall Ohio State Campus, Columbus, Ohio",39.993101,-83.019915,"39.993101, -83.019915",17-1043, 03-08-201715:17, 03-08-201712:05, 02-28-201716:30, 03-07-201716:00, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
